dates,BTC,ETH,LTC,account_val,valueof_intial_holding,error,ifusd_BTC,ifusd_ETH,ifusd_LTC,ifusd_account_val,ifusd_cash_val,ifusd_crypto_val
2018-01-01,0.369,0.631,0.0,999,1000,1,0.369,0.631,0.0,999,0,999
2018-01-05,0.303,0.697,0.0,1274,1270,1,0.303,0.697,0.0,1274,0,1274
2018-01-09,0.259,0.741,0.0,1464,1426,0,0.259,0.741,0.0,1464,0,1464
2018-01-13,0.233,0.767,0.0,1535,1485,0,0.233,0.767,0.0,1535,506,1029
2018-01-17,0.254,0.746,0.0,1110,1076,0,0.254,0.746,0.0,1251,712,538
2018-01-21,0.287,0.713,0.0,1270,1230,1,0.287,0.713,0.0,1328,917,411
2018-01-25,0.325,0.675,0.0,1229,1190,0,0.325,0.675,0.0,1315,1058,257
2018-01-29,0.374,0.626,0.0,1331,1294,1,0.385,0.615,0.0,1336,588,748
2018-02-02,0.34,0.66,0.0,986,959,0,0.348,0.652,0.0,1142,758,384
2018-02-06,0.42,0.58,0.0,789,764,0,0.433,0.567,0.0,1066,420,645
2018-02-10,0.374,0.626,0.0,985,955,0,0.382,0.618,0.0,1226,721,505
2018-02-14,0.476,0.524,0.0,1016,982,0,0.467,0.533,0.0,1242,296,945
2018-02-18,0.589,0.411,0.0,1145,1086,0,0.581,0.419,0.0,1361,119,1242
2018-02-22,0.584,0.416,0.0,1063,980,0,0.579,0.421,0.0,1272,577,694
2018-02-26,0.549,0.451,0.0,1053,990,0,0.546,0.454,0.0,1265,858,406
2018-03-02,0.578,0.422,0.0,1118,1026,0,0.576,0.424,0.0,1290,1009,280
2018-03-06,0.591,0.409,0.0,1098,997,1,0.59,0.41,0.0,1285,1088,197
2018-03-10,0.545,0.455,0.0,927,850,1,0.544,0.456,0.0,1254,1142,112
2018-03-14,0.547,0.453,0.0,860,780,1,0.546,0.454,0.0,1246,1170,75
2018-03-18,0.56,0.44,0.0,769,695,0,0.56,0.44,0.0,1238,1190,47
2018-03-22,0.693,0.307,0.0,810,707,1,0.737,0.263,0.0,1241,719,521
2018-03-26,0.668,0.332,0.0,746,647,0,0.698,0.302,0.0,1200,874,326
2018-03-30,0.678,0.322,0.0,617,522,1,0.695,0.305,0.0,1144,980,163
2018-04-03,0.667,0.333,0.0,642,541,1,0.68,0.32,0.0,1151,1028,123
2018-04-07,0.638,0.362,0.0,609,515,0,0.647,0.353,0.0,1144,1058,86
2018-04-11,0.591,0.409,0.0,634,548,0,0.599,0.401,0.0,1148,490,657
2018-04-15,0.572,0.428,0.0,765,666,0,0.576,0.424,0.0,1284,253,1030
2018-04-19,0.427,0.573,0.0,782,687,1,0.435,0.565,0.0,1305,96,1209
2018-04-23,0.368,0.632,0.0,882,779,1,0.372,0.628,0.0,1460,39,1420
2018-04-27,0.459,0.541,0.0,918,810,1,0.46,0.54,0.0,1517,16,1500
2018-05-01,0.395,0.605,0.0,905,798,1,0.395,0.605,0.0,1496,6,1490
2018-05-05,0.433,0.567,0.0,1061,941,0,0.433,0.567,0.0,1752,3,1749
2018-05-09,0.437,0.563,0.0,977,865,0,0.437,0.563,0.0,1615,622,993
2018-05-13,0.432,0.568,0.0,930,826,1,0.432,0.568,0.0,1567,981,585
2018-05-17,0.428,0.572,0.0,904,804,0,0.428,0.572,0.0,1551,1150,400
2018-05-21,0.415,0.585,0.0,923,821,1,0.415,0.585,0.0,1559,1274,284
2018-05-25,0.441,0.559,0.0,795,703,1,0.441,0.559,0.0,1520,1360,159
2018-05-29,0.484,0.516,0.0,748,657,0,0.484,0.516,0.0,1510,1405,105
2018-06-02,0.489,0.511,0.0,794,701,0,0.489,0.511,0.0,1517,1443,73
2018-06-06,0.461,0.539,0.0,805,714,1,0.452,0.548,0.0,1518,860,657
2018-06-10,0.487,0.513,0.0,741,655,0,0.481,0.519,0.0,1465,1089,375
2018-06-14,0.5,0.5,0.0,673,593,0,0.496,0.504,0.0,1431,1212,218
2018-06-18,0.514,0.486,0.0,687,606,0,0.511,0.489,0.0,1435,1286,148
2018-06-22,0.506,0.494,0.0,661,584,1,0.505,0.495,0.0,1429,1344,85
2018-06-26,0.54,0.46,0.0,624,545,1,0.539,0.461,0.0,1425,1371,54
2018-06-30,0.543,0.457,0.0,636,553,0,0.542,0.458,0.0,1426,787,638
2018-07-04,0.559,0.441,0.0,659,574,1,0.558,0.442,0.0,1448,1058,390
2018-07-08,0.591,0.409,0.0,682,596,1,0.596,0.404,0.0,1462,598,864
2018-07-12,0.567,0.433,0.0,620,536,1,0.566,0.434,0.0,1384,355,1028
2018-07-16,0.648,0.352,0.0,656,570,1,0.65,0.35,0.0,1444,197,1246
2018-07-20,0.695,0.305,0.0,714,593,1,0.696,0.304,0.0,1553,84,1469
2018-07-24,0.642,0.358,0.0,760,621,0,0.643,0.357,0.0,1648,43,1605
2018-07-28,0.554,0.446,0.0,763,622,0,0.555,0.445,0.0,1655,17,1638
2018-08-01,0.569,0.431,0.0,702,569,0,0.569,0.431,0.0,1523,578,944
2018-08-05,0.529,0.471,0.0,659,539,1,0.529,0.471,0.0,1466,883,582
2018-08-09,0.524,0.476,0.0,596,485,1,0.524,0.476,0.0,1410,1018,391
2018-08-13,0.61,0.39,0.0,546,436,1,0.62,0.38,0.0,1377,597,779
2018-08-17,0.587,0.413,0.0,551,438,0,0.593,0.407,0.0,1384,871,512
2018-08-21,0.648,0.352,0.0,529,417,0,0.653,0.347,0.0,1364,1052,312
2018-08-25,0.66,0.34,0.0,550,430,0,0.662,0.338,0.0,1376,1173,203
2018-08-29,0.569,0.431,0.0,573,447,0,0.589,0.411,0.0,1385,499,885
2018-09-02,0.675,0.325,0.0,586,457,0,0.677,0.323,0.0,1405,212,1193
2018-09-06,0.695,0.305,0.0,497,376,0,0.696,0.304,0.0,1226,127,1098
2018-09-10,0.7,0.3,0.0,469,348,1,0.701,0.299,0.0,1164,507,657
2018-09-14,0.651,0.349,0.0,493,369,1,0.651,0.349,0.0,1197,754,443
2018-09-18,0.587,0.413,0.0,476,356,0,0.585,0.415,0.0,1182,390,792
2018-09-22,0.526,0.474,0.0,534,401,0,0.524,0.476,0.0,1278,218,1059
2018-09-26,0.531,0.469,0.0,492,369,1,0.529,0.471,0.0,1196,125,1070
2018-09-30,0.509,0.491,0.0,516,387,0,0.508,0.492,0.0,1247,66,1181
2018-10-04,0.553,0.447,0.0,502,377,1,0.552,0.448,0.0,1216,457,758
2018-10-08,0.561,0.439,0.0,510,383,1,0.561,0.439,0.0,1228,730,497
2018-10-12,0.595,0.405,0.0,458,343,0,0.594,0.406,0.0,1177,899,277
2018-10-16,0.623,0.377,0.0,481,360,1,0.631,0.369,0.0,1190,525,665
2018-10-20,0.674,0.326,0.0,478,358,0,0.684,0.316,0.0,1187,312,874
2018-10-24,0.658,0.342,0.0,479,358,0,0.663,0.337,0.0,1188,181,1007
2018-10-28,0.653,0.347,0.0,478,357,0,0.656,0.344,0.0,1186,538,647
2018-11-01,0.577,0.423,0.0,469,351,0,0.572,0.428,0.0,1175,301,874
2018-11-05,0.514,0.486,0.0,485,363,1,0.511,0.489,0.0,1203,160,1043
2018-11-09,0.481,0.519,0.0,484,362,0,0.48,0.52,0.0,1203,83,1119
2018-11-13,0.5,0.5,0.0,477,357,0,0.499,0.501,0.0,1186,454,732
2018-11-17,0.518,0.482,0.0,409,306,1,0.517,0.483,0.0,1081,622,459
2018-11-21,0.545,0.455,0.0,319,240,1,0.544,0.456,0.0,981,711,269
2018-11-25,0.557,0.443,0.0,270,203,0,0.556,0.444,0.0,939,765,173
2018-11-29,0.557,0.443,0.0,298,224,1,0.557,0.443,0.0,957,818,138
2018-12-03,0.548,0.452,0.0,277,208,1,0.548,0.452,0.0,947,862,85
2018-12-07,0.557,0.443,0.0,231,174,0,0.557,0.443,0.0,933,887,46
2018-12-11,0.336,0.335,0.329,230,173,1,0.336,0.335,0.329,933,933,0
2018-12-15,0.336,0.324,0.34,220,163,0,0.353,0.294,0.353,933,805,128
2018-12-19,0.327,0.324,0.349,274,198,1,0.338,0.309,0.353,964,537,427
2018-12-23,0.337,0.331,0.332,305,221,0,0.335,0.333,0.332,1012,1080,-68
2018-12-27,0.324,0.366,0.31,284,211,0,0.298,0.406,0.296,1016,786,230
2018-12-31,0.286,0.429,0.285,299,221,1,0.278,0.439,0.283,1029,297,732
2019-01-04,0.263,0.469,0.268,320,236,1,0.256,0.479,0.265,1082,233,848
2019-01-08,0.344,0.3,0.355,345,243,0,0.332,0.319,0.349,1147,55,1091
2019-01-12,0.369,0.278,0.353,293,210,0,0.36,0.291,0.348,981,42,938
2019-01-16,0.389,0.231,0.38,289,209,1,0.386,0.236,0.378,970,14,955
2019-01-20,0.373,0.254,0.373,288,205,0,0.372,0.257,0.372,965,538,426
2019-01-24,0.399,0.199,0.402,286,201,1,0.399,0.2,0.401,962,820,142
2019-01-28,0.406,0.187,0.407,274,191,0,0.406,0.187,0.407,956,907,49
2019-02-01,0.381,0.228,0.391,275,188,0,0.356,0.282,0.362,957,644,312
2019-02-05,0.357,0.263,0.38,282,189,1,0.336,0.313,0.351,964,459,504
2019-02-09,0.329,0.272,0.4,329,205,0,0.319,0.308,0.373,1046,324,721
2019-02-13,0.322,0.313,0.365,327,208,1,0.313,0.344,0.343,1042,240,802
2019-02-17,0.314,0.338,0.348,336,214,1,0.309,0.36,0.331,1066,163,902
2019-02-21,0.308,0.368,0.324,376,236,0,0.306,0.375,0.319,1172,52,1120
2019-02-25,0.303,0.393,0.303,353,225,1,0.301,0.398,0.3,1106,36,1069
2019-03-01,0.299,0.399,0.302,357,225,0,0.298,0.401,0.301,1116,15,1101
2019-03-05,0.33,0.337,0.334,358,221,1,0.33,0.337,0.333,1119,947,172
2019-03-09,0.347,0.291,0.362,382,227,1,0.347,0.291,0.362,1131,1061,70
2019-03-13,0.323,0.349,0.328,374,223,0,0.316,0.364,0.32,1130,597,533
2019-03-17,0.328,0.342,0.331,395,232,0,0.327,0.344,0.33,1160,1092,68
2019-03-21,0.339,0.327,0.334,390,230,0,0.341,0.322,0.338,1159,681,478
2019-03-25,0.329,0.342,0.329,387,227,1,0.33,0.339,0.331,1155,910,244
2019-03-29,0.327,0.347,0.327,400,235,0,0.327,0.345,0.328,1163,400,763
2019-04-02,0.306,0.386,0.308,452,264,1,0.308,0.383,0.31,1263,171,1092
2019-04-06,0.31,0.346,0.344,525,289,1,0.311,0.344,0.345,1439,101,1337
2019-04-10,0.314,0.367,0.318,540,305,0,0.315,0.366,0.319,1477,39,1438
2019-04-14,0.336,0.332,0.332,501,288,1,0.336,0.333,0.332,1374,9,1365
2019-04-18,0.4,0.201,0.399,516,298,0,0.4,0.202,0.398,1414,1,1412
2019-04-22,0.364,0.282,0.354,507,300,0,0.364,0.282,0.354,1390,920,470
2019-04-26,0.395,0.222,0.384,471,280,1,0.395,0.222,0.384,1357,1174,182
2019-04-30,0.396,0.215,0.389,473,285,0,0.396,0.215,0.389,1358,1285,72
2019-05-04,0.412,0.176,0.411,514,304,0,0.405,0.192,0.403,1364,396,968
2019-05-08,0.343,0.325,0.332,509,311,1,0.35,0.314,0.336,1356,125,1231
2019-05-12,0.412,0.18,0.408,611,374,1,0.411,0.183,0.406,1604,27,1577
2019-05-16,0.341,0.318,0.341,711,455,0,0.342,0.318,0.341,1861,5,1855
2019-05-20,0.361,0.29,0.349,678,441,0,0.362,0.29,0.349,1776,3,1772
2019-05-24,0.337,0.325,0.337,693,444,1,0.337,0.325,0.337,1814,1474,340
2019-05-28,0.379,0.234,0.387,778,483,1,0.379,0.234,0.387,1857,1765,91
2019-06-01,0.374,0.249,0.378,767,475,1,0.374,0.249,0.378,1855,1816,39
2019-06-05,0.362,0.275,0.363,696,432,0,0.362,0.275,0.363,1852,1838,14
2019-06-09,0.356,0.266,0.378,721,425,0,0.356,0.266,0.378,1852,1845,7
2019-06-13,0.354,0.265,0.382,795,458,0,0.356,0.265,0.38,1853,1001,851
2019-06-17,0.35,0.304,0.346,846,500,1,0.353,0.3,0.347,1907,439,1468
2019-06-21,0.406,0.192,0.402,889,531,1,0.402,0.204,0.395,1981,108,1873
2019-06-25,0.4,0.213,0.387,946,598,0,0.4,0.215,0.384,2103,18,2084
2019-06-29,0.41,0.207,0.383,935,607,0,0.41,0.208,0.382,2080,10,2070
2019-07-03,0.387,0.239,0.375,901,587,0,0.387,0.239,0.374,2003,1256,746
2019-07-07,0.358,0.289,0.354,896,586,0,0.358,0.289,0.353,2000,1753,246
2019-07-11,0.348,0.318,0.334,836,573,1,0.348,0.318,0.334,1983,1935,48
2019-07-15,0.362,0.287,0.351,720,496,0,0.362,0.287,0.351,1976,1959,17
2019-07-19,0.389,0.212,0.399,746,495,1,0.377,0.231,0.392,1977,812,1164
2019-07-23,0.381,0.24,0.379,711,479,0,0.375,0.249,0.376,1924,1368,556
2019-07-27,0.411,0.175,0.415,702,469,1,0.404,0.186,0.41,1917,625,1291
2019-07-31,0.398,0.196,0.406,716,473,1,0.394,0.203,0.403,1942,331,1611
2019-08-04,0.386,0.236,0.377,741,508,1,0.389,0.234,0.377,1999,77,1921
2019-08-08,0.43,0.147,0.422,758,536,0,0.43,0.149,0.421,2043,12,2031
2019-08-12,0.409,0.183,0.407,735,519,0,0.409,0.184,0.407,1982,1386,595
2019-08-16,0.373,0.261,0.366,638,457,0,0.373,0.261,0.366,1903,1724,179
2019-08-20,0.36,0.293,0.347,670,488,1,0.36,0.293,0.347,1912,1813,98
2019-08-24,0.339,0.323,0.338,643,463,1,0.339,0.323,0.338,1908,1855,52
2019-08-28,0.368,0.269,0.362,608,445,1,0.362,0.284,0.354,1905,751,1154
2019-09-01,0.389,0.23,0.381,588,433,1,0.386,0.237,0.377,1867,397,1470
2019-09-05,0.407,0.2,0.393,611,462,1,0.406,0.204,0.39,1925,141,1784
2019-09-09,0.404,0.185,0.412,624,460,0,0.403,0.187,0.41,1963,63,1900
2019-09-13,0.385,0.229,0.386,620,459,1,0.385,0.229,0.385,1948,17,1931
2019-09-17,0.332,0.319,0.349,660,477,1,0.332,0.319,0.349,2075,8,2067
2019-09-21,0.339,0.312,0.349,666,482,0,0.339,0.312,0.349,2092,913,1178
2019-09-25,0.367,0.281,0.352,528,395,1,0.367,0.281,0.352,1848,1340,507
